origin_port,origin_lat,origin_lon,dest_port,dest_lat,dest_lon,distance_nm,distance_status,speed_kn_assumed,speed_status,voyage_time_hours,voyage_time_status,cargo_tonnage,notes
 Guangzhou,23.06615,113.52254, Rotterdam,51.94974,4.14522,4988.54,DERIVED (haversine of REAL fig2_port_coordinates.csv lat/lon),17.603,"DERIVED (REAL ship_performance.csv fleet-wide mean Speed_Over_Ground_knots, NOT route-specific)",283.39,DERIVED = distance_nm / speed_kn_assumed,SCENARIO_INPUT,Port pair drawn from fig2_port_coordinates.csv (13 real East-Asia ports plotted together on a real route/map figure). No real observed OD (origin-destination) traffic volume exists in the source data for this specific pair; only geographic distance is real/derived.
 Guangzhou,23.06615,113.52254, Hamburg,53.51144,9.97028,4757.3,DERIVED (haversine of REAL fig2_port_coordinates.csv lat/lon),17.603,"DERIVED (REAL ship_performance.csv fleet-wide mean Speed_Over_Ground_knots, NOT route-specific)",270.26,DERIVED = distance_nm / speed_kn_assumed,SCENARIO_INPUT,Port pair drawn from fig2_port_coordinates.csv (13 real East-Asia ports plotted together on a real route/map figure). No real observed OD (origin-destination) traffic volume exists in the source data for this specific pair; only geographic distance is real/derived.
 Singapore,1.29596,103.77475, Suez Canal,31.20803,32.33719,4413.32,DERIVED (haversine of REAL fig2_port_coordinates.csv lat/lon),17.603,"DERIVED (REAL ship_performance.csv fleet-wide mean Speed_Over_Ground_knots, NOT route-specific)",250.72,DERIVED = distance_nm / speed_kn_assumed,SCENARIO_INPUT,Port pair drawn from fig2_port_coordinates.csv (13 real East-Asia ports plotted together on a real route/map figure). No real observed OD (origin-destination) traffic volume exists in the source data for this specific pair; only geographic distance is real/derived.
 Singapore,1.29596,103.77475, Antwerp,51.33325,4.39964,5693.27,DERIVED (haversine of REAL fig2_port_coordinates.csv lat/lon),17.603,"DERIVED (REAL ship_performance.csv fleet-wide mean Speed_Over_Ground_knots, NOT route-specific)",323.43,DERIVED = distance_nm / speed_kn_assumed,SCENARIO_INPUT,Port pair drawn from fig2_port_coordinates.csv (13 real East-Asia ports plotted together on a real route/map figure). No real observed OD (origin-destination) traffic volume exists in the source data for this specific pair; only geographic distance is real/derived.
 Singapore,1.29596,103.77475, Plymouth,50.3649,-4.15904,6022.59,DERIVED (haversine of REAL fig2_port_coordinates.csv lat/lon),17.603,"DERIVED (REAL ship_performance.csv fleet-wide mean Speed_Over_Ground_knots, NOT route-specific)",342.14,DERIVED = distance_nm / speed_kn_assumed,SCENARIO_INPUT,Port pair drawn from fig2_port_coordinates.csv (13 real East-Asia ports plotted together on a real route/map figure). No real observed OD (origin-destination) traffic volume exists in the source data for this specific pair; only geographic distance is real/derived.
 Singapore,1.29596,103.77475, London,51.58018,0.54659,5832.85,DERIVED (haversine of REAL fig2_port_coordinates.csv lat/lon),17.603,"DERIVED (REAL ship_performance.csv fleet-wide mean Speed_Over_Ground_knots, NOT route-specific)",331.36,DERIVED = distance_nm / speed_kn_assumed,SCENARIO_INPUT,Port pair drawn from fig2_port_coordinates.csv (13 real East-Asia ports plotted together on a real route/map figure). No real observed OD (origin-destination) traffic volume exists in the source data for this specific pair; only geographic distance is real/derived.
 Singapore,1.29596,103.77475, Rotterdam,51.94974,4.14522,5697.32,DERIVED (haversine of REAL fig2_port_coordinates.csv lat/lon),17.603,"DERIVED (REAL ship_performance.csv fleet-wide mean Speed_Over_Ground_knots, NOT route-specific)",323.66,DERIVED = distance_nm / speed_kn_assumed,SCENARIO_INPUT,Port pair drawn from fig2_port_coordinates.csv (13 real East-Asia ports plotted together on a real route/map figure). No real observed OD (origin-destination) traffic volume exists in the source data for this specific pair; only geographic distance is real/derived.
 Singapore,1.29596,103.77475, Hamburg,53.51144,9.97028,5476.8,DERIVED (haversine of REAL fig2_port_coordinates.csv lat/lon),17.603,"DERIVED (REAL ship_performance.csv fleet-wide mean Speed_Over_Ground_knots, NOT route-specific)",311.13,DERIVED = distance_nm / speed_kn_assumed,SCENARIO_INPUT,Port pair drawn from fig2_port_coordinates.csv (13 real East-Asia ports plotted together on a real route/map figure). No real observed OD (origin-destination) traffic volume exists in the source data for this specific pair; only geographic distance is real/derived.
 Suez Canal,31.20803,32.33719, Antwerp,51.33325,4.39964,1726.6,DERIVED (haversine of REAL fig2_port_coordinates.csv lat/lon),17.603,"DERIVED (REAL ship_performance.csv fleet-wide mean Speed_Over_Ground_knots, NOT route-specific)",98.09,DERIVED = distance_nm / speed_kn_assumed,SCENARIO_INPUT,Port pair drawn from fig2_port_coordinates.csv (13 real East-Asia ports plotted together on a real route/map figure). No real observed OD (origin-destination) traffic volume exists in the source data for this specific pair; only geographic distance is real/derived.
 Suez Canal,31.20803,32.33719, Plymouth,50.3649,-4.15904,1987.89,DERIVED (haversine of REAL fig2_port_coordinates.csv lat/lon),17.603,"DERIVED (REAL ship_performance.csv fleet-wide mean Speed_Over_Ground_knots, NOT route-specific)",112.93,DERIVED = distance_nm / speed_kn_assumed,SCENARIO_INPUT,Port pair drawn from fig2_port_coordinates.csv (13 real East-Asia ports plotted together on a real route/map figure). No real observed OD (origin-destination) traffic volume exists in the source data for this specific pair; only geographic distance is real/derived.
 Suez Canal,31.20803,32.33719, London,51.58018,0.54659,1857.59,DERIVED (haversine of REAL fig2_port_coordinates.csv lat/lon),17.603,"DERIVED (REAL ship_performance.csv fleet-wide mean Speed_Over_Ground_knots, NOT route-specific)",105.53,DERIVED = distance_nm / speed_kn_assumed,SCENARIO_INPUT,Port pair drawn from fig2_port_coordinates.csv (13 real East-Asia ports plotted together on a real route/map figure). No real observed OD (origin-destination) traffic volume exists in the source data for this specific pair; only geographic distance is real/derived.
 Suez Canal,31.20803,32.33719, Rotterdam,51.94974,4.14522,1755.11,DERIVED (haversine of REAL fig2_port_coordinates.csv lat/lon),17.603,"DERIVED (REAL ship_performance.csv fleet-wide mean Speed_Over_Ground_knots, NOT route-specific)",99.71,DERIVED = distance_nm / speed_kn_assumed,SCENARIO_INPUT,Port pair drawn from fig2_port_coordinates.csv (13 real East-Asia ports plotted together on a real route/map figure). No real observed OD (origin-destination) traffic volume exists in the source data for this specific pair; only geographic distance is real/derived.
 Suez Canal,31.20803,32.33719, Hamburg,53.51144,9.97028,1651.77,DERIVED (haversine of REAL fig2_port_coordinates.csv lat/lon),17.603,"DERIVED (REAL ship_performance.csv fleet-wide mean Speed_Over_Ground_knots, NOT route-specific)",93.84,DERIVED = distance_nm / speed_kn_assumed,SCENARIO_INPUT,Port pair drawn from fig2_port_coordinates.csv (13 real East-Asia ports plotted together on a real route/map figure). No real observed OD (origin-destination) traffic volume exists in the source data for this specific pair; only geographic distance is real/derived.
 Antwerp,51.33325,4.39964, Plymouth,50.3649,-4.15904,329.41,DERIVED (haversine of REAL fig2_port_coordinates.csv lat/lon),17.603,"DERIVED (REAL ship_performance.csv fleet-wide mean Speed_Over_Ground_knots, NOT route-specific)",18.71,DERIVED = distance_nm / speed_kn_assumed,SCENARIO_INPUT,Port pair drawn from fig2_port_coordinates.csv (13 real East-Asia ports plotted together on a real route/map figure). No real observed OD (origin-destination) traffic volume exists in the source data for this specific pair; only geographic distance is real/derived.
 Antwerp,51.33325,4.39964, London,51.58018,0.54659,144.89,DERIVED (haversine of REAL fig2_port_coordinates.csv lat/lon),17.603,"DERIVED (REAL ship_performance.csv fleet-wide mean Speed_Over_Ground_knots, NOT route-specific)",8.23,DERIVED = distance_nm / speed_kn_assumed,SCENARIO_INPUT,Port pair drawn from fig2_port_coordinates.csv (13 real East-Asia ports plotted together on a real route/map figure). No real observed OD (origin-destination) traffic volume exists in the source data for this specific pair; only geographic distance is real/derived.
 Antwerp,51.33325,4.39964, Rotterdam,51.94974,4.14522,38.21,DERIVED (haversine of REAL fig2_port_coordinates.csv lat/lon),17.603,"DERIVED (REAL ship_performance.csv fleet-wide mean Speed_Over_Ground_knots, NOT route-specific)",2.17,DERIVED = distance_nm / speed_kn_assumed,SCENARIO_INPUT,Port pair drawn from fig2_port_coordinates.csv (13 real East-Asia ports plotted together on a real route/map figure). No real observed OD (origin-destination) traffic volume exists in the source data for this specific pair; only geographic distance is real/derived.
 Antwerp,51.33325,4.39964, Hamburg,53.51144,9.97028,242.19,DERIVED (haversine of REAL fig2_port_coordinates.csv lat/lon),17.603,"DERIVED (REAL ship_performance.csv fleet-wide mean Speed_Over_Ground_knots, NOT route-specific)",13.76,DERIVED = distance_nm / speed_kn_assumed,SCENARIO_INPUT,Port pair drawn from fig2_port_coordinates.csv (13 real East-Asia ports plotted together on a real route/map figure). No real observed OD (origin-destination) traffic volume exists in the source data for this specific pair; only geographic distance is real/derived.
 Plymouth,50.3649,-4.15904, London,51.58018,0.54659,192.24,DERIVED (haversine of REAL fig2_port_coordinates.csv lat/lon),17.603,"DERIVED (REAL ship_performance.csv fleet-wide mean Speed_Over_Ground_knots, NOT route-specific)",10.92,DERIVED = distance_nm / speed_kn_assumed,SCENARIO_INPUT,Port pair drawn from fig2_port_coordinates.csv (13 real East-Asia ports plotted together on a real route/map figure). No real observed OD (origin-destination) traffic volume exists in the source data for this specific pair; only geographic distance is real/derived.
 Plymouth,50.3649,-4.15904, Rotterdam,51.94974,4.14522,326.65,DERIVED (haversine of REAL fig2_port_coordinates.csv lat/lon),17.603,"DERIVED (REAL ship_performance.csv fleet-wide mean Speed_Over_Ground_knots, NOT route-specific)",18.56,DERIVED = distance_nm / speed_kn_assumed,SCENARIO_INPUT,Port pair drawn from fig2_port_coordinates.csv (13 real East-Asia ports plotted together on a real route/map figure). No real observed OD (origin-destination) traffic volume exists in the source data for this specific pair; only geographic distance is real/derived.
 Plymouth,50.3649,-4.15904, Hamburg,53.51144,9.97028,554.94,DERIVED (haversine of REAL fig2_port_coordinates.csv lat/lon),17.603,"DERIVED (REAL ship_performance.csv fleet-wide mean Speed_Over_Ground_knots, NOT route-specific)",31.53,DERIVED = distance_nm / speed_kn_assumed,SCENARIO_INPUT,Port pair drawn from fig2_port_coordinates.csv (13 real East-Asia ports plotted together on a real route/map figure). No real observed OD (origin-destination) traffic volume exists in the source data for this specific pair; only geographic distance is real/derived.
 London,51.58018,0.54659, Rotterdam,51.94974,4.14522,135.53,DERIVED (haversine of REAL fig2_port_coordinates.csv lat/lon),17.603,"DERIVED (REAL ship_performance.csv fleet-wide mean Speed_Over_Ground_knots, NOT route-specific)",7.7,DERIVED = distance_nm / speed_kn_assumed,SCENARIO_INPUT,Port pair drawn from fig2_port_coordinates.csv (13 real East-Asia ports plotted together on a real route/map figure). No real observed OD (origin-destination) traffic volume exists in the source data for this specific pair; only geographic distance is real/derived.
 London,51.58018,0.54659, Hamburg,53.51144,9.97028,362.77,DERIVED (haversine of REAL fig2_port_coordinates.csv lat/lon),17.603,"DERIVED (REAL ship_performance.csv fleet-wide mean Speed_Over_Ground_knots, NOT route-specific)",20.61,DERIVED = distance_nm / speed_kn_assumed,SCENARIO_INPUT,Port pair drawn from fig2_port_coordinates.csv (13 real East-Asia ports plotted together on a real route/map figure). No real observed OD (origin-destination) traffic volume exists in the source data for this specific pair; only geographic distance is real/derived.
 Rotterdam,51.94974,4.14522, Hamburg,53.51144,9.97028,231.53,DERIVED (haversine of REAL fig2_port_coordinates.csv lat/lon),17.603,"DERIVED (REAL ship_performance.csv fleet-wide mean Speed_Over_Ground_knots, NOT route-specific)",13.15,DERIVED = distance_nm / speed_kn_assumed,SCENARIO_INPUT,Port pair drawn from fig2_port_coordinates.csv (13 real East-Asia ports plotted together on a real route/map figure). No real observed OD (origin-destination) traffic volume exists in the source data for this specific pair; only geographic distance is real/derived.
